keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
CONSUMABLE_NAME_3,Heart Fragment,??????,????,????,Fragmento de Coração,Fragmento de corazón,,Herz Fragment,???????? ??????,Fragment serca,Fragment de Coeur,Fragment de Inim?,Kalp Parças?,Fragmento de corazón
CONSUMABLE_DESC_3,[Consumable] Restores 1/2 Heart,[???] ????1/2?????,[???] ??1/2?,[???] ??1/2?,[Consumível] Restaura 1/2 Coração,[Consumable] Te cura 1/2 corazón,,[Verbrauchbar] Stellt 1/2 Herzen wieder her.,[???????????] ??????????????? 1/2 ??????,[Zu?ywalne] Odnawia ½ serca,[Consummable] Restaure 1 Demi-Coeur,[Consumabil] Restaureaz? o jum?tate de inim?,[Tüketilebilir] 1/2 Kalp iyile?tirir.,[Consumable] Te cura 1/2 corazón
CONSUMABLE_NAME_4,Portable Charger,???????????,????,????,Carregador Portátil,Cargador portátil,,Tragbares Ladegerät,??????????? ???????,Przeno?na ?adowarka,Chargeur,Înc?rc?tur? de Energie,Ta??nabilir ?arj,Cargador portátil
CONSUMABLE_DESC_4,[Consumable] Restores 1 EXE Charge,[???] EXE??????1?????,[???] ??1?EXE????,[???] ??1?EXE????,[Consumível] Restaura 1 carga de EXE,[Consumable] Restaura 1 carga del EXE,,[Verbrauchbar] Stellt 1 EXE-Ladung wieder her,[???????????] ??????????????? 1 ????? EXE,[Zu?ywalne] Odnawia 1 u?ycie EXE,[Consummable] Restaure 1 Charge EXE,[Consumabil] Restaureaz? 1 Înc?rcare EXE,[Tüketilebilir] 1 EXE ?arj? yeniler.,[Consumable] Restaura 1 carga del EXE
EQUIP_NAME_1,Missile Turret,????????,????,????,Torreta de Mísseis,Torreta de Misiles,,Raketenturm,???????? ??????,Wie?yczka rakietowa,Tourelle à Missile,Turela cu Rachete,Füze Kulesi,Torreta de misiles
EQUIP_DESC_1,Place a missile turret. Periodically fire missiles that homes onto your target.,??????????\n?????????????????????????,?????????????????,?????????????????,Coloca uma torreta de mísseis. Dispara mísseis teleguiados periodicamente.,Coloca la torreta. Periodicamente lanzará misiles que persiguen a tu objetivo,,"Platziere einen Raketenturm. Feuert regelmäßig Raketen ab, die sich auf dein Ziel ausrichten.","????????????? ??????, ??????? ???????????? ????????? ??????????????? ?????? ?? ??????.","Postaw wie?yczk? rakietow?. Cyklicznie strzela rakietami, które pod??aj? za twoim celem",Place une tourelle à missile,Plaseaz? o turel? cu rachete. Trage periodic rachete care se îndreapt? spre ?int?.,Bir füze taret yerle?tir; periyodik olarak hedefe güdümlü füzeler atar.,Coloca la torreta. Periódicamente lanzará misiles que persiguen a tu objetivo.
EQUIP_NAME_2,Gravitational Orb,?????,????,????,Orbe Gravitacional,Orbe Gravitacional,,Gravitationskugel,?????????????? ?????,Kula grawitacyjna,Orbe Gravitationnelle,Orbul Gravita?ional,Yerçekimi Küresi,Orbe gravitacional
EQUIP_DESC_2,Spawn a gravity orb that pulls viruses in.,???????????????????????,??????????,??????????,Gera uma orbe gravitacional que puxa os vírus para si.,Genera un orbe gravitacional que atrae a los virus.,,"Spawnt eine Schwerkraftkugel, die Viren anzieht.","??????? ?????????????? ?????, ????????????? ? ???? ???????.","Przyzwij kul? grawitacyjn?, która wci?ga wirusy.",Fait apparaitre une orbe gravitationelle qui attire les virus,Invoc? un orbs gravita?ional care atrage virusurile.,Virüsleri çeken bir yerçekimi küresi olu?turur.,Genera un orbe gravitacional que atrae a los virus.
EQUIP_NAME_3,Suicide Drones,???????,?????,?????,Drones Suicidas,Drones Suicidas,,Suizid Dronen,?????-??????????,Drony samobójcze,Drone de Suicide,Drone Kamikaze,?ntihar Dronlar?,Drones suicidas
EQUIP_DESC_3,"Spawn 20 drones that homes to the cursor, exploding on contact with viruses. ",?????20??????\n????????????????????????,??20???????????,??20???????????,"Invoca 20 drones em direção ao cursor, explodindo ao contato com vírus","Genera 20 drones que persiguen al cursor, explotan en contacto con los virus.",,"Spawnt 20 Drohnen, die sich zum Cursor bewegen und bei Kontakt mit Viren explodieren. ","????????? 20 ??????, ?????????????? ? ??????? ? ???????????? ??? ???????????? ? ????????.",Przyzwij 20 dronów pod??aj?cych w stron? kursora i eksploduj?cych przy kontakcie z wirusami.,"Fait apparaitre 20 drones suivant le curseur, qui explosent au contact des virus",Invoc? 20 de drone care se îndreapt? spre cursor ?i explodeaz? la contactul cu viru?ii.,?mleci takip eden 20 drone ça??r?r; temasla virüslere çarp?p patlar.,Genera 20 drones que persiguen al cursor y explotan en contacto con los virus.
EQUIP_NAME_4,Healing Drone,??????,?????,?????,Drones de Cura,Drones de Curación,,Heil Drone,????-?????,Dron lecz?cy,Drone de Soin,Dron? de Vindecare,?yile?tirme Dronu,Drones de curación
EQUIP_DESC_4,Spawn a healing drone that slowly heals you for 2 hearts over time.,???????1??????\n????????????2????????????,??????????????2??,??????????????2??,Invoca um drone de cura que lentamente restaura 2 corações.,Genera un dron de curación que te curará lentamente 2 corazones.,,"Spawnt eine Heil Drone, die dich eine Zeit lang langsam für 2 Herzen heilt.","????????? ?????, ??????? ?????????? ??????????????? 2 ??????.","Przyzwij drona lecz?cego, który powoli leczy twoje 2 serca",Fait apparaitre un drone de soin qui te soignent progressivement 2 coeurs,Invoc? o dron? care te vindec? lent pentru 2 inimi în timp.,Zamanla yava?ça 2 Kalp iyile?tiren bir iyile?tirme dronu ça??r?r.,Genera un dron de curación que te curará lentamente 2 corazones.
EQUIP_NAME_5,Chronostasis,???????,????,????,Cronostase,Cronostasis,,Chronostase,???????????,Chronostaza,Chronostase,Cronostaz?,Zaman Donmas?,Cronostasis
EQUIP_DESC_5,Stun all enemies for 5 seconds and destroys all projectiles on the screen.,?????5?????????\n??????????????????,????????5??????????????,????????5??????????????,Atordoa todos os inimigos por 5 segundos e destrói todos os projéteis na tela.,Aturde a todos los enemigos por 5 segundos y destruye todos los proyectiles.,,Betäubt alle Gegner für 5 Sekunden und zerstört alle Projektile auf dem Bildschirm.,???????? ???? ?????? ?? 5 ???. ? ?????????? ??? ??????? ?? ??????.,Oszo?om wszystkich przeciwników na 5 sekund i zniszcz wszystkie pociski na ekranie,Etourdie tout les ennemis pour 5 secondes et détruit tout les projectiles à l'écran,Paralizeaz? to?i inamicii timp de 5 secunde ?i distruge toate proiectilele de pe ecran.,Tüm dü?manlar? 5s sersemletir ve ekrandaki tüm mermileri yok eder.,Aturde a todos los enemigos por 5 segundos y destruye todos los proyectiles.
EQUIP_NAME_6,Aegis Core,??????,????,????,Núcleo Égide,Núcleo Égida,,Aegis Kern,???? ?????,Rdze? egidy,Égide,Nucleul Aegis,Aegis Çekirde?i,Núcleo égida
EQUIP_DESC_6,Gain 1 Shield.,?????1??????,??1????,??1????,Ganha 1 de escudo.,Gana 1 escudo,,Erhalte 1 Schild,???? 1 ???.,Zdob?d? 1 tarczy,Gagne 1 bouclier,Prime?ti 1 scut.,1 Kalkan kazan?rs?n.,Gana 1 escudo.
EQUIP_NAME_7,Glitch,????,????,????,Glitch,Glitch,,Glitch,?????,Glitch,Glitch,Glitch,Hata,Falla
EQUIP_DESC_7,Gain a random mod.,?????MOD?1??????,?????????,?????????,Ganhe um mod aleatório.,Gana un mod aleatorio,,Erhalte ein zufälliges Modul,???? ????????? ???.,Zdob?d? lodowy mod ,Gagne un mod aléatoire,Prime?ti un mod aleator.,Rastgele bir mod kazan?rs?n.,Gana un mod aleatorio.
EQUIP_NAME_8,Syntax Error,?????,????,????,Erro de Sintaxe,Error de Sintáxis,,Syntax Error,?????????????? ??????,B??d w sk?adni,Erreur de Syntaxe,Syntax Error,Söz Dizimi Hatas?,Error de sintaxis
EQUIP_DESC_8,Reroll into a random cursor playstyle,????????????????????,????????????????,?????????????????,Troca para um estilo de jogo de outro cursor aleatório,Cambia tu cursor a otro aleatoriamente,,Erhalte eine zufällige Cursor Spielweise,??????????? ??? ?? ????????? ????? ???????,Prze?u? si? na losowy styl gry kursora,Change aléatoirement de Curseur,Schimb? stilul cursorului într-unul aleator.,Rastgele bir imleç oynan???na yeniden döner.,Cambia tu cursor a otro aleatoriamente
EQUIP_NAME_9,Voodoo Cursor,?????????,????,????,Cursor Voodoo,Cursor Voodoo,,Voodoo Cursor,?????? ????,Kursor voodoo,Curseur Vodou,Cursor Voodoo,Voodoo ?mleç,Cursor vudú
EQUIP_DESC_9,Spawn a decoy that has 2 hearts. The decoy takes your damage instead.,????2??????????\n??????????????????????,??????2????????????????,??????2????????????????,Gera uma isca com 2 corações. A isca leva dano por você.,Genera un señuelo con 2 corazones. Este recibirá el daño por tí.,,Spawnt einen Köder mit 2 Herzen. Der Köder nimmt deinen Schaden stattdessen auf sich.,"????????? ???????? ? 2 ????????, ??????????? ???? ?????? ???.","Przyzwij atrap?, która ma 2 serca. Atrapa przyjmuje obra?enia zamiast ciebie.",Fait apparaître un leurre qui a deux coeurs. Le leurre prendra des dégâts à ta place,Creeaz? o momeal? cu 2 inimi. Aceasta prime?te damage în locul t?u.,2 Kalpli bir sahte imleç ça??r?r; sahte imleç senin hasar?n? al?r.,Genera un señuelo con 2 corazones. Este recibirá el daño por ti.
EQUIP_NAME_10,Hijack Net,?????????,????,????,Invasão de Rede,Red de Secuestro,,Hijack Netz,???????? ????,Sie? porywaj?ca ,Hijack Net,Hijack Net,Ele Geçirme A??,Red de secuestro
EQUIP_DESC_10,Capture the closest virus below 30% health and turn it into a friendly zombie virus.,???30%????????????????\n?????????????????,???????????30%????????????????,???????????30%????????????????,Captura o vírus mais próximo com menos de 30% de vida e transforma num vírus zumbi aliado.,Captura el virus mas cercano que este a menos del 30% de su vida y conviertelo en un compañero de combate virus zombie.,,Fange den nächstgelegenen Virus mit weniger als 30 % Gesundheit ein und verwandle ihn in einen freundlichen Zombie Virus.,????????????? ????????? ????? ?? ????????? < 30% ? ???????? ??? ? ?????????????? ?????-??????.,Schwytaj najbli?szego wirusa poni?ej 30% zdrowia i zamie? go w przyjaznego zombie wirusa.,Capture le virus le plus proche ayant moins de 30% de PV et en fait un virus zombie allié,Captureaz? cel mai apropiat virus cu sub 30% via?? ?i transform?-l într-un virus prieten zombi.,%30’un alt? sa?l?ktaki en yak?n virüsü ele geçirip dost zombiye çevirir.,Captura el virus mas cercano que este a menos del 30% de su vida y conviértelo en un compañero de combate virus zombi.
EQUIP_NAME_11,God Mode,??????,????,????,God Mode,Modo Dios,,God Mode,God Mode,Tryb boga,God Mode,God Mode,Tanr? Modu,Modo Dios
EQUIP_DESC_11,Gain invincibility for 2 seconds,2???????????,??2?????,??2??????,Fica invencível por 2 segundos,Obtén invencibilidad por 2 segundos,,Erhalte Unsterblichkeit für 2 Sekunden.,??????????? ?? ??? ???????????? ?? 2 ???.,Zyskaj nietykalno?? na 2 sekundy,Invincibilité pour 2 secondes,Devii invincibil timp de 2 secunde,2s boyunca yenilmezlik kazan?rs?n.,Obtén invencibilidad por 2 segundos
EQUIP_NAME_12,Digital Fart Bag,??????,????,????,Bolsa de Peido Virtual,Bolsa de pedos digital,,Digitaler Pups Sack,???????? ???????,Cyfrowa pierdz?ca poduszka,Sac à prout Digital,Pung? Digital? de Gaze,Dijital Gaz Torbas?,Bolsa de pedos digital
EQUIP_DESC_12,Farts and push all viruses away.,???????????????????,????????????????????,????????????????????,Peida e empurra todos os vírus pra longe.,Expulsa gases y empuja a los virus,,Furzt und vertreibt alle Viren.,"????????? ????? ????, ????????????? ???? ???????.",Pierdzi i odpycha wirusy,Prout et repousse tout les virus,Eman? un vânt digital ?i îndep?rteaz? to?i viru?ii.,Gaz ç?kar?r ve tüm virüsleri geriye iter.,Expulsa gases y empuja a los virus
EQUIP_NAME_13,Laser Halo,?????,????,????,Disco Laser,Láser Halo,,Laser Halo,???????? ????,Laserowa aureola,Halo Laser,Halo cu Laser,Lazer Halkas?,Láser halo
EQUIP_DESC_13,Summons 5 rotating beam of light that deals damage on contact.,????????5????\n???????????????????,??5???????????????,??5???????????????,Invoca 5 feixes giratórios de luz que causam dano ao contato.,Genera 5 láseres de luz que giran y hacen daño al contacto,,"Beschwört 5 rotierende Lichtstrahlen, die bei Kontakt Schaden verursachen.","????????? 5 ??????????? ?????, ????????? ?????????? ????.",Przyzywa 5 obracaj?cych si? wi?zek ?wiat?a które zadaj? obra?enia przy kontakcie,fait apparaitre 5 lasers qui tournent et qui font des dégats,Invoc? 5 raze de lumin? rotative care provoac? damage la contact.,Hasar veren 5 dönen ???n halkas? ça??r?r.,Genera 5 láseres de luz que giran y hacen daño al contacto.
EQUIP_NAME_14,Directory Search,????????,????,????,Pesquisa de Diretório,Buscador de Directorio,,Verzeichnissuche,????? ?? ??????????,Przeszukiwanie katalogu,Recherche de Répertoire,C?utare în Director,Dizin Arama,Buscador de directorio
EQUIP_DESC_14,Reveals the entire map directory.,???????????????????,?????????,?????????,Revela todos os diretórios.,Revela el mapa completo,,Zeigt das gesamte Verzeichnis der Karte an.,?????????? ??? ????? ??????????.,Odkrywa ca?y katalog mapy,révèle l'entièreté de la map,Dezv?luie întregul director al h?r?ii.,Harita dizinini tamamen aç??a ç?kar?r.,Revela el mapa completo.
EQUIP_NAME_15,Soft Reset,???????,???,???,Soft Reset,Reinicio ligero,,Soft Reset,?????? ?????,Mi?kki reset,Réinitialisation Logicielle,Soft Reset,Yumu?ak S?f?rlama,Reinicio ligero
EQUIP_DESC_15,"Reroll viruses in this room, identify current viruses and spawn new ones",????????????????????\n??????????????????????????,????????????????????,????????????????????,"Transforma os vírus na sala, identifica os vírus atuais e invoca novos","Reinicia los virus de esta habitación, identifica los virus actuales y aparecen unos nuevos",,"Viren in diesem Raum neu generieren, aktuelle Viren identifizieren und neue Viren spawnen.","????????????? ??????? ? ???????, ?????????????? ??????? ? ??????? ?????","Zamie? wirusy w tym pokoju, zidentyfikuj aktualne wirusy i przyzwij nowe","Transforme tout les virus de la pièce en d'autres virus, identifie les virus originaux et en fait apparaitre de nouveaux","Reini?ializeaz? virusurile din camer?, identific?-le ?i genereaz? altele noi.",Bu odadaki virüsleri yeniden olu?turur; mevcutlar? tan?mlar ve yenilerini do?urur.,"Reinicia los virus de esta habitación, identifica los virus actuales y aparecen unos nuevos"
EQUIP_NAME_16,Mod Roulette,DO NOT TRANSLATE,???????,DO NOT TRANSLATE,Roleta de Mod,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Mod Ruleti,DO NOT TRANSLATE
EQUIP_DESC_16,Reroll all collected mods,DO NOT TRANSLATE,?????????,DO NOT TRANSLATE,Transforma todos os mods coletados em outros,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Toplanan tüm modlar? yeniden kar??t?r?r.,DO NOT TRANSLATE
EQUIP_NAME_17,P2W,???????,????,????,P2W,P2W,,P2W,P2W,P2W,P2W,P2W,P2W,P2W
EQUIP_DESC_17,Deal damage to all viruses equal to your current coin,??????????????\n???????????????????,????????????????????,???????????????????????,Causa dano a todos os vírus de acordo com quantas moedas você tem,Inflinge daño a todos los virus igual al tu número de monedas,,Füge allen Viren Schaden in Höhe deiner aktuellen Münzen zu.,"??????? ???? ??????? ????, ?????? ?????????? ????????? ? ??? ?????",Zadaj obra?enia wszystkim wirusom równe ilo?ci twoich monet,Les Dégats infligés aux ennemis sont égales à ton nombre de pièce,Provoci damage tuturor virusurilor egale cu num?rul t?u actual de b?nu?i.,Mevcut coin kadar tüm virüslere hasar verir.,Inflige daño a todos los virus igual al tu número de monedas
EQUIP_NAME_18,Moai Totem,????,?????,?????,Totem Moai,Totem Moai,,Moai Totem,????? ????,Totem Moai,Totem Moaï,Totem Moai,Moai Totemi,Tótem Moai
EQUIP_DESC_18,Summons a Moai to stomp on your position to deal massive damage.,??????????\n????????????????????????????,?????????????????????????????,???????????????????????????,"Invoca um Moai para pisotear na sua posição, causando dano massivo.",Genera un Moai que caerá en tu posición haciendo muchísimo daño,,"Beschwört einen Moai, der auf deine Position stampft und massiven Schaden verursacht.","????????? ????, ??????? ???????????? ?? ???? ???????, ?????? ???????????? ????.",Przyzywa Moai aby nadepn? na twoj? pozycj? i zada? ogromne obra?enia.,Fait apparaître un Moaï pour le faire s'écraser a ta position et faire énormément de dégats,"Invoc? un Moai care love?te pozi?ia ta, provocând daune masive.",Moai ça??r?r; konumuna sert basarak büyük hasar verir.,Genera un Moai que caerá en tu posición haciendo muchísimo daño.
EQUIP_NAME_19,Voodoo Doll,?????,????,????,Boneca Vudu,Muñeco Voodoo,,Voodoo Puppe,????? ????,Laleczka vooodoo,Poupée Vodou,P?pu?? Voodoo,Voodoo Bebe?i,Muñeco vudú
EQUIP_DESC_19,Damage yourself half a heart to gain random chunk of coins,???1/2???????????????????????????????,?????0.5???????????????,?????0.5????????????????,Cause meio coração de dano em você para ganhar uma quantia em moedas,Dañate a ti mismo 1/2 corazón y gana una buena suma de monedas,,"Füge dir selbst einen halben Herzschaden zu, um eine zufällige Menge Münzen zu erhalten.",??????? ??? ???? ? ??????? ???????? ?????? ? ???? ????????? ????? ?????,Odbierz sobie pó? serca aby zdoby? losow? ilo?? monet,Inflige-toi des dégats pour gagner des pièces,Te r?ne?ti cu o jum?tate de inim? pentru a primi o sum? aleatorie de b?nu?i.,Kendine 1/2 Kalp zarar vererek rastgele bir miktar coin kazan?rs?n.,Dañate a ti mismo 1/2 corazón y gana una buena suma de monedas
EQUIP_NAME_20,Jackpot Machine,???????????,????,????,Caça-níqueis,Máquina Tragaperras,,Jackpot Automat,???????-??????,Jednor?ki bandyta,Machine a Sous,Ma?in? de Jackpot,Piyango Makinesi,Máquina traga monedas
EQUIP_DESC_20,Consumes 5 coins to have a small chance to obtain a random mod,5??????????????????MOD??????,??5????????????,??5????????????,Consuma 5 moedas para ter uma pequena chance de obter um mod aleatório,Consume 5 monedas para tener la posibilidad de ganar un mod aleatorio,,"Verbraucht 5 Münzen, um eine geringe Chance zu erhalten, einen zufälligen Mod zu erhalten.",????????? 5 ????? ? ? ????????? ?????? ?????? ????????? ???,Zu?ywa 5 monet aby mie? ma?? szans? aby zdoby? losowy mod,Consumme 5 pièces pour avoir une petite chance d'obtenir un mod aléatoire,Consum? 5 b?nu?i pentru o mic? ?ans? de a ob?ine un mod aleator.,5 coin harcar; küçük ihtimalle rastgele bir mod verir.,Consume 5 monedas para tener la posibilidad de ganar un mod aleatorio
EQUIP_NAME_21,Virus Collector,?????????,?????,?????,Coletor de Vírus,Coleccionista de virus,,Viren Sammler,?????????? ???????,Kolekcjoner wirusów,Collectionneur de Virus,Colector de Viru?i,Virüs Toplay?c?,Coleccionista de virus
EQUIP_DESC_21,"Identifying a virus adds a charge to the jar, maximum of 4. On use, release a binary bomb.",????????????????1??????4??\n??EXE???????????????????,????????????????4?????????????????????,????????????????4??????????????????,"Identificar um vírus adiciona uma carga no pote (máximo de 4). Ao usar, solte uma bomba binária.","Al identificar un virus añade una carga a la jarra, máximo 4. Al usarlo, lanza una bomba binaria",,Das Identifizieren eines Virus lädt das Glas mit maximal 4 Ladungen auf. Bei Verwendung wird eine Binärbombe freigesetzt.,??? ????????????? ?????? ????????? ????? ? ????? (?? 4). ??? ????????? ????????? ???????? ?????.,"Identyfikacja wirusa dodaje ?adunek do s?oika, maksymalnie 4. Przy u?yciu uwolnij bomb? binarn?.","Identifié un virus le mets dans un bocal, capacité maximum : 20. Lors de l'utilisation, relâche une Bombe Binaire","Identificarea unui virus adaug? o înc?rcare într-un recipient (maxim 4). La utilizare, elibereaz? Bombe Binare egale cu num?rul de înc?rc?ri.",Bir virüs tan?mlad???nda kavanoza 1 ?arj ekler (maks 4). Kullan?ld???nda bir binary bombas? salar.,"Al identificar un virus añade una carga a la jarra, máximo 4. Al usarlo, lanza una bomba binaria."
EQUIP_NAME_22,Portal Gun,??????,????,????,Arma de Portais,Pistola de Portales,,Portal Gun,?????????? ?????,Pistolet portalowy,Portal Gun,Tun de Portaluri,Portal Silah?,Pistola de portales
EQUIP_DESC_22,"Creates up to 2 portals in combat. Upon entering a portal,cursor will be teleported to the other portal",??????2????????????\n?????????????????????????,????????2???????????????????????,????????2?????????????????????,"Cria 2 portais em combate. Ao entrar em um portal, seu cursor é teleportado para o outro","Crea dos portales en combate. Entrando en un portal, el cursor se teletransportará al otro portal",,Erstellt bis zu 2 Portale im Kampf. Beim Betreten eines Portals wird der Cursor zum anderen Portal teleportiert.,"??????? ??? ???????. ????? ? ????, ?????? ????????? ??????????????? ? ??????",Tworzy do dwóch portali podczas walki. Po wej?ciu do jednego z portali zostaniesz przeteleportuj si? do drugiego portalu,Créé jusqu'a 2 portails de téléportation en combat. ,"Creeaz? pân? la 2 portaluri în lupt?. La intrarea într-un portal, cursorul este teleportat în cel?lalt.",Sava?ta en fazla 2 portal olu?turur; portala girince imleç di?er portala ???nlan?r.,"Crea 2 portales en combate. Entrando en un portal, el cursor se teletransportará al otro portal"
EQUIP_NAME_23,Double or nothing,????????????,??,??,Dobro ou Nada,Doble o nada,,Alles oder nichts,??? ??? ??????,Podwójnie albo nic,Quitte ou Double,Dublu sau Nimic,?ki Kat? ya da Hiç,Doble o nada
EQUIP_DESC_23,50% chance to gain X amount of mods equal to the number you have or lose all of it.,?????????MOD?50???????????\n????????????MOD????,??????????50%?????????????????????,???????????50%???????????????,50% de chance de ganhar uma quantidade de mods igual à que você possui ou perder todos eles.,"50% de probabilidad de ganar tantos mods como número de mods tengas, o 50% de perderlos todos",,"50 % Chance, X Mods zu erhalten, die der Anzahl entsprechen, die du bereits hast, oder alles zu verlieren.","50% ???? ???? ??????? ?????????? ?????, ???? ???????? ???.","50% szans aby zyska? X modów, równe ilo?ci modów, które aktualnie posiadasz lub stra? je wszystkie.",50% de chance de doubler le nombre de modifications ou de toutes les perdres.,50% ?ans? s? î?i dublezi X moduri actuale sau s? le pierzi pe toate.,%50 ihtimalle sahip oldu?un mod say?s? kadar mod kazan?r veya hepsini kaybedersin.,"50% de probabilidad de ganar tantos mods como número de mods tengas, o 50% de perderlos todos"
EQUIP_NAME_24,Package Delivery,???,????,????,Entrega de Pacote,Envio de paquete,,Paket Lieferung,???????? ???????,Dostawa,Livraison,Livrare de Pachet,Paket Teslimi,Envio de paquete
EQUIP_DESC_24,"Drops a huge crate to be delivered in 5 seconds, dealing 2000% damage. Picking it up will heal 1 heart.",5?????????????2000%??????????\n???????1?????,?????5???????2000%??????????1???,5???????????2000%??????????1??,"Solta uma caixa enorme que será entregue em 5 segundos, causando 2000% de dano. Pegá-la restaura 1 de vida.","Caerá una gran caja en 5 segundos, haciendo un 2000% de daño. Al recogerla te curará 1 corazón",,"Lässt eine riesige Kiste fallen, die in 5 Sekunden geliefert wird und 2000 % Schaden verursacht. Wenn man sie aufhebt, wird 1 Herz geheilt.","?????? 5 ???. ?????????? ????, ?????? 2000% ?????. ??? ??????? ??????????????? 1 ??????.",Zrzuca ogromn? skrzyni? do dostarczenia za 5 sekund zadaj?c? 2000% obra?e?. Podniesienie jej wyleczy 1 serce.,Lache une caisse en 5 secondes qui inflige 2000% de Dégâts. Redonne 1 Coeur au ramassage.,"Arunc? o lad? uria?? livrat? în 5 secunde, provocând 2000% damage. Ridicarea ei î?i vindec? 1 inim?.",Büyük bir sand?k b?rak?r; 5s sonra teslim edilir ve 2000% hasar verir. Al?rsan 1 Kalp iyile?irsin.,"Caerá una gran caja en 5 segundos, haciendo un 2000% de daño. Al recogerla te curará 1 corazón"
EQUIP_NAME_25,Disc Launcher,?????????,?????,?????,Lança-Discos,Lanzador de Discos,,Disc Launcher,????????,Odtwarzacz dysków,Lanceur de Disque,Lansator de Discuri,Disk F?rlat?c?,Lanzador de discos
EQUIP_DESC_25,Launches 3 large discs that bounces around for 10 seconds.,???????3??????\n?????10???????????,??3???????????“???”10???,??3?????????????10?,Lança 3 discos grandes que ricocheteiam por 10 segundos.,Dispara 3 grandes discos que rebotan en la pantalla por 10 segundos.,,"Schießt 3 große Scheiben ab, die 10 Sekunden lang herumhüpfen.","????????? 3 ??????? ??????????? ?????, ???????????? 10 ???.",Wystrzeliwuje 3 du?e dyski które odbijaj? si? przez 10 sekund ,Lance 3 grands disques qui rebondissent partout pendant 10 secondes,Lanseaz? 3 discuri mari care rico?eaz? timp de 10 secunde.,10s boyunca sekebilen 3 büyük disk f?rlat?r.,Dispara 3 grandes discos que rebotan en la pantalla por 10 segundos.
EQUIP_NAME_26,Overheat,???????,????,????,Superaquecimento,Sobrecalentamiento,,Überhitzt,????????,Przegrzanie,Surchauffe,Supraînc?lzire,A??r? Is?nma,Sobrecalentamiento
EQUIP_DESC_26,"Turn into a flaming cursor for 10 seconds, dealing contact damage.",10??????????????\n????????????????????,???????????????????????????,?????????10?????????????,"Vira um cursor em chamas por 10 segundos, causando dano ao contato.","Te conviertes en un cursor en llamas por 10 segundos, haciendo daño por contacto",,Verwandle dich in einen feurigen Cursor für 10 Sekunden und füge Kontaktschaden zu.,"?????? ?????? ? ??????? 10 ???., ?????? ?????????? ????.",Zamie? si? w p?omienny kursor na 10 sekund zadaj?c obra?enia przy kontakcie,Enflamme le curseur qui inflige des Dégâts de contact pendant 10 secondes,"Te transformi într-un cursor în fl?c?ri timp de 10 secunde, provocând damage la contact.",10s boyunca alevli bir imlece dönü?ür; temas hasar? verir.,"Te conviertes en un cursor en llamas por 10 segundos, haciendo daño por contacto"
EQUIP_NAME_27,Binary Storm,????????,?????,?????,Tempestade Binária,Tormenta Binaria,,Binärer Sturm,???????? ?????,Burza binarna,Tempête Binaire,Furtun? Binar?,?kili F?rt?na,Tormenta binaria
EQUIP_DESC_27,"Rain binary bombs from the sky, each dealing damage on contact.",????????????????????????????,???????????????????????????,?????????????????????????,"Chove bombas binárias do céu, cada uma causando dano ao contato.","Hace llover bombas binarias del ciero, haciendo daño en area al contacto",,"Binäre Bomben regnen vom Himmel, jede davon fügt Kontaktschaden zu.","?????????? ? ???? ????? ?? ???????? ????, ?????? ??????? ???? ??? ???????.","Deszcz bomb binarnych spada z nieba, ka?da bomba zadaje obra?enia przy kontakcie",Fait pleuvoir des bombes binaires qui infligent des Dégâts au contact,"Plou? cu bombe binare din cer, fiecare provocând AOE (Area Of Effect) TUTUROR personajelor.",Gökyüzünden binary bombalar? ya?d?r?r; her biri temasla hasar verir.,"Hace llover bombas binarias del cielo, haciendo daño en área al contacto"
EQUIP_NAME_28,Turbo Oil,??????,???,???,Óleo Turbo,Aceite Turbo,,Turboöl,????? ?????,Paliwo rakietowe,Huile Turbo,Ulei Turbo,Turbo Ya?,Aceite turbo
